source,city,category,type,code,title,price,biomaterial_price,turnaround_time,url,scraped_at
Helix,Екатеринбург,Все анализы,analysis,06-330,Цирконий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-330,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-331,Цирконий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-331,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-332,Цирконий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-332,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-333,Цирконий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-333,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-334,Сера в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-334,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-335,Сера в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-335,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-336,Сера в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-336,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-337,Сера в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-337,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-338,Ниобий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-338,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-339,Ниобий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-339,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-340,Ниобий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-340,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-341,Ниобий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-341,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-342,Олово в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-342,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-343,Олово в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-343,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-344,Олово в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-344,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-345,Олово в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-345,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-346,Теллур в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-346,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-347,Теллур в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-347,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-355,Анализ крови на ацилкарнитины (взрослые),3350,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-355,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-354,Расширенный анализ мочи на органические кислоты для детей до 3 лет (43 показателя),6825,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-354,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-348,Теллур в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-348,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-349,Теллур в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-349,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-350,Цезий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-350,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-351,Цезий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-351,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-352,Цезий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-352,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-353,Цезий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-353,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-360,Гистамин в моче,2310,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-360,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-359,ПОЛ (перекисное окисление липидов),2660,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-359,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-358,"Комплексный анализ крови на насыщенные, мононенасыщенные жирные кислоты семейства омега-3, омега-6, омега-9",11840,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-358,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-357,Комплексный анализ крови на ненасыщенные жирные кислоты семейства омега-9,4290,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-357,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-361,Барий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-361,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-362,Барий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-362,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-364,Барий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-364,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-363,Барий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-363,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-365,Празеодим в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-365,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-366,Празеодим в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-366,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-368,Празеодим в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-368,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-367,Празеодим в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-367,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-369,Самарий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-369,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-370,Самарий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-370,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-371,Самарий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-371,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-372,Самарий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-372,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-374,Лантан в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-374,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-373,Лантан в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-373,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-375,Лантан в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-375,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-376,Лантан в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-376,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-377,Вольфрам в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-377,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-378,Вольфрам в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-378,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-379,Вольфрам в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-379,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-380,Вольфрам в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-380,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-381,Уран в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-381,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-382,Уран в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-382,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-383,Уран в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-383,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-384,Уран в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-384,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-389,Анализ крови на аминокислоты и ацилкарнитины для детей до 2 лет (26 показателей),4845,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-389,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-390,Гуанозины в моче,3840,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-390,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-385,Золото в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-385,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-386,Золото в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-386,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-387,Золото в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-387,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-388,Золото в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-388,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-391,Таллий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-391,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-392,Таллий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-392,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-393,Таллий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-393,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-394,Таллий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-394,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-395,Ванадий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-395,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-396,Ванадий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-396,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-397,Ванадий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-397,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-398,Ванадий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-398,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-399,Гафний в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-399,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-400,Гафний в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-400,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-401,Гафний в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-401,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-402,Гафний в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-402,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-404,Европий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-404,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-403,Европий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-403,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-405,Европий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-405,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-406,Европий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-406,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-407,Платина в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-407,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-408,Платина в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-408,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-409,Платина в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-409,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-410,Платина в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-410,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-411,Иттербий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-411,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-412,Иттербий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-412,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-413,Иттербий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-413,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-414,Иттербий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-414,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-415,Хлор в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-415,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-416,Хлор в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-416,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-417,Торий в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-417,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-418,Торий в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-418,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-419,Торий в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-419,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-420,Торий в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-420,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-421,Тантал в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-421,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-422,Тантал в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-422,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-423,Тантал в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-423,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-424,Тантал в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-424,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-425,Рений в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-425,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-426,Рений в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-426,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-427,Рений в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-427,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-428,Рений в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-428,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-429,Лютеций в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-429,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-430,Лютеций в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-430,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-431,Лютеций в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-431,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-432,Лютеций в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-432,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-439,"Триметиламин, триметиламин-N-оксид, соотношение ТМА/ТМАО в моче",5555,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-439,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-438,"Триметиламин, триметиламин-N-оксид, соотношение ТМА/ТМАО в крови",6595,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-438,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-445,Развернутая оценка мембранного и мобильного (липопротеидного и свободножирнокислотного) пулов жирных кислот (ЖК) в цельной крови,18820,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-445,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-440,Короткоцепочечные жирные кислоты (КЦЖК) в моче (10 показателей),9585,,До 6 суток,https://helix.ru/catalog/item/06-440,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-433,Висмут в плазме,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-433,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-434,Висмут в моче,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-434,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-435,Висмут в волосах,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-435,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-436,Висмут в ногтях,1230,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-436,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,complex,06-437,Анализ крови на аминокислоты (48 показателей),9025,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-437,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-441,Витамин К2,2280,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-441,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-442,Копропорфирины в моче,1600,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-442,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-444,Окисленные липопротеины низкой плотности (ОкЛНП),4020,,До 7 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-444,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-009,"Антитела к вирусу гепатита C (anti-HCV), суммарные",605,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-009,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-011,"Антитела к плесневым грибам (Aspergillus fumigatus, IgG)",665,,До 10 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-011,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-012,"Антитела к дрожжеподобным грибам (Candida albicans, IgG)",760,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-012,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-015,"Антитела к хламидии трахоматис (Chlamydia trachomatis, IgM)",600,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-015,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-007,"Антитела к поверхностному антигену вируса гепатита B (anti-HBs), суммарные",620,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-007,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-010,Антитела к структурным и неструктурным белкам вируса гепатита С,1485,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-010,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-014,"Антитела к хламидии трахоматис (Chlamydia trachomatis, IgG)",590,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-014,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-013,"Антитела к хламидии трахоматис (Chlamydia trachomatis, IgA)",625,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-013,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,06-446,Развернутая оценка мобильного (липопротеидного и свободножирнокислотного) пула жирных кислот (ЖК) в сыворотке,20700,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/06-446,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-002,"Антитела к вирусу гепатита A (anti-HAV, IgM)",955,,До 00:00 следующего дня. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-002,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-004,"Антитела к ядерному антигену вируса гепатита B (anti-HBc, IgM)",655,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-004,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-005,"Антитела к ядерному антигену вируса гепатита B (anti-HBc), суммарные",625,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-005,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-024,Е-антиген вируса гепатита B (HBeAg),1315,,До 4 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-024,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-023,"Антитела к лямблиям (Giardia lamblia), суммарные",585,,До 5 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-023,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-021,"Антитела к ранним антигенам вируса Эпштейна – Барр (EBV EA, IgG)",685,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-021,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-022,"Антитела к ядерному антигену вируса Эпштейна – Барр (EBNA, IgG), количественно",720,,До 6 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-022,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-017,"Антитела к цитомегаловирусу (Cytomegalovirus, IgG)",565,,До 2 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-017,2026-08-02T07:17:09.253Z
Helix,Екатеринбург,Все анализы,analysis,07-027,"Антитела к хеликобактеру пилори (Helicobacter pylori, IgA)",855,,До 8 суток. Указанный срок не включает день взятия биоматериала,https://helix.ru/catalog/item/07-027,2026-08-02T07:17:09.253Z
